1535920000	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 4, 2, 0, 1, 5, 1, 2, 3, 6, 0, 0, 3, 4, 1, 0, 0, 0, 0, 0, 0, 2, 0, 3, 1, 11, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 1, 0, 0, 0, 0, 0, 11, 12, 0, 0, 0, 1, 0]
1546440000	[26, 118, 0, 0, 18, 0, 156, 0, 0, 0, 301, 0, 15, 464, 141, 63, 19, 0, 0, 187, 8, 122, 0, 157, 32, 0, 24, 222, 87, 0, 409, 0, 0, 276, 86, 146, 0, 96, 0, 0, 59, 0, 0, 196, 149, 274, 46, 203, 197, 234, 202, 219, 75, 221, 161, 144, 406, 96, 124, 188, 157, 119, 52, 99, 81, 893, 63, 103, 85, 38, 259, 0, 0, 80, 107, 0, 329, 0, 0, 0, 343, 139, 176, 209, 84, 0, 64, 0, 488, 309, 0, 179, 137, 324, 18]
1556960000	[54, 102, 0, 0, 271, 0, 158, 0, 0, 0, 394, 0, 9, 407, 141, 52, 23, 0, 0, 95, 12, 100, 19, 676, 197, 0, 120, 161, 144, 0, 876, 0, 0, 332, 92, 43, 0, 176, 0, 0, 52, 0, 0, 282, 156, 146, 51, 187, 312, 272, 275, 136, 25, 117, 151, 120, 359, 179, 248, 117, 147, 222, 40, 185, 92, 856, 81, 88, 166, 0, 211, 0, 0, 92, 82, 0, 638, 1, 2, 0, 348, 160, 151, 222, 60, 0, 33, 0, 455, 568, 0, 167, 282, 68, 104]
1567480000	[9, 41, 0, 0, 398, 0, 276, 0, 0, 0, 208, 0, 33, 315, 133, 62, 38, 0, 0, 60, 26, 104, 0, 508, 141, 171, 62, 177, 139, 0, 1204, 0, 0, 416, 78, 120, 0, 104, 38, 0, 107, 5, 0, 123, 104, 96, 59, 169, 225, 117, 288, 170, 162, 198, 150, 145, 290, 165, 207, 108, 56, 136, 34, 29, 40, 879, 93, 104, 49, 0, 122, 0, 0, 87, 51, 0, 363, 0, 0, 0, 107, 280, 49, 153, 71, 0, 51, 1, 367, 0, 0, 99, 331, 152, 168]
1578000000	[26, 43, 0, 0, 421, 0, 280, 0, 0, 401, 99, 93, 128, 361, 164, 87, 46, 0, 59, 161, 55, 252, 73, 59, 609, 252, 57, 221, 248, 0, 623, 0, 0, 394, 228, 118, 129, 141, 236, 0, 82, 244, 0, 300, 126, 76, 86, 61, 276, 133, 288, 122, 177, 186, 96, 148, 83, 259, 252, 1171, 154, 52, 25, 29, 27, 1168, 169, 309, 117, 5, 256, 0, 0, 119, 74, 0, 425, 1, 44, 0, 107, 273, 3, 377, 98, 0, 73, 0, 0, 12, 0, 125, 235, 147, 219]
1588520000	[70, 62, 88, 0, 373, 0, 353, 0, 0, 556, 55, 168, 106, 102, 138, 107, 217, 0, 48, 72, 169, 221, 241, 1, 629, 137, 60, 222, 179, 0, 426, 53, 0, 296, 167, 198, 20, 158, 152, 401, 96, 561, 0, 391, 158, 167, 148, 37, 367, 240, 392, 84, 199, 211, 92, 125, 114, 322, 314, 805, 117, 55, 58, 24, 15, 793, 120, 356, 123, 15, 227, 0, 0, 35, 109, 0, 507, 117, 157, 0, 93, 570, 6, 476, 218, 0, 35, 0, 862, 437, 0, 82, 31, 225, 315]
1599040000	[99, 37, 136, 0, 371, 0, 180, 0, 14, 316, 29, 148, 112, 137, 83, 169, 159, 0, 151, 78, 101, 286, 672, 16, 491, 260, 125, 109, 109, 0, 79, 60, 101, 165, 223, 80, 114, 140, 22, 199, 87, 454, 128, 234, 102, 125, 109, 38, 299, 296, 376, 215, 165, 242, 139, 60, 26, 243, 250, 442, 131, 41, 46, 172, 132, 1103, 100, 319, 63, 4, 154, 0, 0, 64, 140, 2, 376, 203, 265, 0, 71, 387, 5, 411, 135, 0, 76, 1, 203, 145, 1, 48, 66, 215, 505]
1609560000	[193, 39, 239, 0, 313, 0, 1, 0, 176, 77, 4, 82, 119, 111, 67, 104, 264, 0, 223, 164, 172, 321, 83, 8, 514, 98, 107, 52, 35, 0, 98, 164, 256, 0, 91, 136, 214, 130, 21, 276, 32, 403, 252, 169, 165, 128, 103, 47, 314, 243, 343, 189, 167, 104, 156, 88, 0, 178, 271, 369, 74, 42, 63, 276, 75, 1205, 56, 287, 133, 90, 391, 0, 0, 47, 170, 104, 456, 191, 239, 0, 36, 0, 7, 728, 119, 0, 182, 1, 0, 0, 50, 48, 40, 219, 540]
1620080000	[349, 83, 597, 7, 340, 0, 0, 0, 254, 0, 12, 107, 58, 151, 97, 198, 158, 0, 234, 156, 132, 369, 11, 56, 289, 146, 104, 100, 82, 15, 116, 251, 292, 0, 102, 54, 305, 1, 35, 213, 95, 361, 217, 109, 95, 211, 181, 38, 353, 133, 458, 162, 270, 96, 63, 76, 0, 196, 152, 346, 3, 86, 156, 189, 32, 1413, 64, 158, 211, 64, 330, 0, 0, 68, 118, 214, 626, 171, 630, 3, 66, 0, 13, 770, 132, 111, 154, 64, 0, 11, 236, 94, 71, 282, 952]
1630600000	[371, 148, 345, 328, 381, 0, 0, 0, 205, 0, 9, 87, 55, 236, 49, 100, 274, 1, 128, 136, 122, 282, 0, 165, 483, 171, 135, 74, 107, 738, 239, 281, 285, 0, 177, 183, 405, 149, 39, 0, 197, 401, 158, 123, 81, 146, 149, 53, 255, 90, 306, 220, 26, 110, 203, 139, 0, 146, 252, 163, 40, 65, 170, 207, 140, 883, 54, 96, 110, 225, 289, 0, 23, 264, 142, 271, 523, 210, 676, 68, 24, 0, 67, 771, 152, 461, 147, 145, 2, 0, 249, 107, 159, 270, 838]
1641120000	[103, 163, 179, 397, 413, 0, 0, 71, 377, 0, 6, 80, 116, 162, 72, 117, 212, 246, 198, 98, 313, 448, 0, 7, 588, 31, 141, 120, 82, 351, 71, 236, 315, 0, 77, 215, 419, 203, 123, 0, 181, 408, 103, 52, 57, 258, 68, 86, 0, 140, 136, 248, 1, 118, 97, 117, 0, 158, 66, 143, 62, 157, 307, 177, 241, 991, 58, 26, 253, 533, 412, 0, 739, 42, 106, 361, 532, 335, 864, 369, 10, 0, 310, 1243, 112, 256, 187, 488, 1, 6, 314, 55, 256, 337, 1193]
1651640000	[69, 186, 0, 300, 219, 414, 0, 209, 275, 0, 39, 220, 150, 131, 90, 69, 194, 461, 236, 82, 131, 282, 0, 10, 267, 15, 48, 5, 60, 0, 95, 350, 378, 0, 36, 161, 309, 201, 482, 0, 81, 389, 198, 125, 54, 248, 112, 66, 0, 91, 176, 100, 96, 86, 53, 137, 0, 144, 0, 409, 70, 277, 92, 152, 485, 649, 73, 45, 279, 28, 330, 185, 385, 85, 133, 422, 943, 227, 462, 406, 7, 0, 402, 2041, 148, 219, 108, 322, 0, 843, 145, 84, 292, 191, 1140]
